
60		0.2364		0.3250		0.4151		0.00025000
61		0.2377		0.3238		0.4046		0.00025000
62		0.2370		0.3180		0.4060		0.00025000
63		0.2369		0.3088		0.4139		0.00025000
64		0.2357		0.3117		0.4161		0.00025000
65		0.2353		0.3218		0.4119		0.00025000
66		0.2345		0.3222		0.4199		0.00025000
67		0.2356		0.3253		0.4072		0.00025000
68		0.2348		0.3491		0.3923		0.00025000
69		0.2334		0.3123		0.4033		0.00025000
70		0.2320		0.3111		0.4142		0.00025000
71		0.2365		0.3331		0.4044		0.00025000
72		0.2337		0.3255		0.4029		0.00025000
73		0.2345		0.3402		0.4094		0.00025000
74		0.2322		0.3317		0.4042		0.00025000
75		0.2317		0.3151		0.4108		0.00025000
76		0.2330		0.3216		0.4144		0.00025000
77		0.2323		0.3266		0.4043		0.00025000
78		0.2330		0.3228		0.4104		0.00025000
79		0.2333		0.3269		0.4109		0.00025000
80		0.2307		0.3206		0.4140		0.00025000
81		0.2298		0.3252		0.4155		0.00025000
82		0.2354		0.3236		0.4055		0.00025000
83		0.2303		0.3209		0.4211		0.00025000
84		0.2283		0.3190		0.4130		0.00025000
85		0.2322		0.3380		0.4080		0.00025000
86		0.2288		0.3253		0.4156		0.00025000
87		0.2322		0.3334		0.4118		0.00025000
88		0.2309		0.3147		0.4128		0.00025000
89		0.2282		0.3209		0.4140		0.00025000
90		0.2319		0.3240		0.4191		0.00025000
91		0.2281		0.3319		0.4078		0.00025000
92		0.2274		0.3359		0.4078		0.00025000
93		0.2285		0.3388		0.4132		0.00025000
94		0.2278		0.3223		0.4174		0.00025000
95		0.2282		0.3440		0.3998		0.00025000
96		0.2314		0.3248		0.4180		0.00025000
97		0.2270		0.3334		0.4060		0.00025000
98		0.2306		0.3176		0.4154		0.00025000
99		0.2274		0.3253		0.4090		0.00025000
100		0.2295		0.3245		0.4006		0.00025000
101		0.2059		0.3221		0.4245		0.00012500
102		0.2006		0.3288		0.4179		0.00012500
103		0.1981		0.3264		0.4209		0.00012500
104		0.1983		0.3249		0.4232		0.00012500
105		0.1959		0.3303		0.4208		0.00012500
106		0.1946		0.3168		0.4254		0.00012500
107		0.1960		0.3417		0.4199		0.00012500
108		0.1947		0.3326		0.4168		0.00012500
109		0.1965		0.3230		0.4266		0.00012500
110		0.1926		0.3269		0.4205		0.00012500
111		0.1949		0.3249		0.4280		0.00012500
112		0.1928		0.3337		0.4188		0.00012500
113		0.1941		0.3315		0.4234		0.00012500
114		0.1942		0.3304		0.4231		0.00012500
115		0.1928		0.3226		0.4254		0.00012500
116		0.1936		0.3275		0.4236		0.00012500
117		0.1930		0.3335		0.4229		0.00012500
118		0.1937		0.3276		0.4189		0.00012500
119		0.1908		0.3369		0.4241		0.00012500
120		0.1926		0.3347		0.4184		0.00012500
121		0.1929		0.3308		0.4200		0.00012500
122		0.1918		0.3249		0.4195		0.00012500
123		0.1923		0.3405		0.4291		0.00012500
124		0.1919		0.3300		0.4252		0.00012500
125		0.1896		0.3297		0.4257		0.00012500
126		0.1910		0.3318		0.4256		0.00012500
127		0.1919		0.3325		0.4121		0.00012500
128		0.1908		0.3368		0.4188		0.00012500
129		0.1924		0.3317		0.4219		0.00012500
130		0.1900		0.3352		0.4209		0.00012500
131		0.1900		0.3304		0.4260		0.00012500
132		0.1924		0.3240		0.4250		0.00012500
133		0.1899		0.3373		0.4266		0.00012500
134		0.1913		0.3258		0.4258		0.00012500
135		0.1892		0.3319		0.4130		0.00012500
136		0.1908		0.3380		0.4196		0.00012500
137		0.1895		0.3353		0.4274		0.00012500
138		0.1894		0.3350		0.4227		0.00012500
139		0.1905		0.3474		0.4098		0.00012500
140		0.1907		0.3412		0.4226		0.00012500
141		0.1883		0.3411		0.4163		0.00012500
142		0.1885		0.3387		0.4189		0.00012500
143		0.1914		0.3234		0.4194		0.00012500
144		0.1889		0.3487		0.4201		0.00012500
145		0.1880		0.3317		0.4200		0.00012500
146		0.1909		0.3383		0.4184		0.00012500
147		0.1903		0.3312		0.4187		0.00012500
148		0.1905		0.3408		0.4090		0.00012500
149		0.1893		0.3283		0.4227		0.00012500
150		0.1909		0.3332		0.4191		0.00012500
151		0.1765		0.3356		0.4259		0.00006250
152		0.1743		0.3319		0.4295		0.00006250
153		0.1734		0.3310		0.4286		0.00006250
154		0.1715		0.3354		0.4283		0.00006250
155		0.1714		0.3375		0.4288		0.00006250
156		0.1723		0.3479		0.4269		0.00006250
157		0.1703		0.3386		0.4294		0.00006250
158		0.1698		0.3503		0.4263		0.00006250
159		0.1699		0.3419		0.4267		0.00006250
160		0.1698		0.3405		0.4295		0.00006250
161		0.1692		0.3465		0.4296		0.00006250
162		0.1690		0.3422		0.4246		0.00006250
163		0.1679		0.3465		0.4267		0.00006250
164		0.1682		0.3552		0.4256		0.00006250
165		0.1684		0.3439		0.4317		0.00006250
166		0.1688		0.3467		0.4278		0.00006250
167		0.1686		0.3440		0.4301		0.00006250
168		0.1675		0.3413		0.4267		0.00006250
169		0.1678		0.3495		0.4278		0.00006250
170		0.1685		0.3455		0.4267		0.00006250
171		0.1675		0.3565		0.4267		0.00006250
172		0.1678		0.3409		0.4308		0.00006250
173		0.1675		0.3508		0.4276		0.00006250
174		0.1659		0.3435		0.4301		0.00006250
175		0.1667		0.3468		0.4270		0.00006250
176		0.1664		0.3341		0.4257		0.00006250
177		0.1667		0.3528		0.4233		0.00006250
178		0.1667		0.3502		0.4253		0.00006250
179		0.1659		0.3498		0.4254		0.00006250
180		0.1673		0.3473		0.4232		0.00006250
181		0.1651		0.3615		0.4245		0.00006250
182		0.1659		0.3473		0.4245		0.00006250
183		0.1666		0.3440		0.4286		0.00006250
184		0.1669		0.3506		0.4296		0.00006250
185		0.1657		0.3445		0.4281		0.00006250
186		0.1648		0.3450		0.4252		0.00006250
187		0.1656		0.3635		0.4170		0.00006250
188		0.1664		0.3432		0.4290		0.00006250
189		0.1644		0.3565		0.4287		0.00006250
190		0.1665		0.3515		0.4280		0.00006250
191		0.1657		0.3486		0.4254		0.00006250
192		0.1650		0.3564		0.4271		0.00006250
193		0.1654		0.3493		0.4262		0.00006250
194		0.1652		0.3510		0.4274		0.00006250
195		0.1659		0.3489		0.4279		0.00006250
196		0.1649		0.3416		0.4300		0.00006250
197		0.1659		0.3558		0.4277		0.00006250
198		0.1652		0.3593		0.4272		0.00006250
199		0.1637		0.3533		0.4262		0.00006250
200		0.1654		0.3506		0.4250		0.00006250
